val_loss;loss;val_acc;acc;time
0.154166666998;0.143036137301;0.0749999955297;0.0870370312973;3.088602
0.15277777902;0.148163587131;0.0833333319881;0.0981481445056;2.620632
0.15277777902;0.151105640939;0.0833333309533;0.0879629583408;2.761023
0.15275102564;0.147739567414;0.0833333297115;0.0916666635485;2.885815
0.129251967288;0.147490824814;0.176388882515;0.0879629600655;2.683028
0.127550747246;0.146440911072;0.176388884584;0.0981481457474;2.714226
0.15261031025;0.145360637594;0.0833333319881;0.106481478032;2.854702
0.127495063469;0.144728157531;0.16388888388;0.111111107248;2.761147
0.15277777902;0.14735679356;0.0833333309533;0.10185184992;2.839145
0.138219479058;0.145946547113;0.169444439312;0.104629628291;2.667549
0.134750156353;0.142346110609;0.176388882515;0.124074067438;2.683148
0.142844395505;0.141841650285;0.130555549016;0.124074070128;2.698748
0.117888444621;0.138073696031;0.23749999495;0.150925921207;2.745548
0.123967228457;0.137202989724;0.245833322406;0.159259255424;2.651949
0.120734753294;0.136953266407;0.256944435752;0.162037030759;2.729947
0.118934791535;0.132062747799;0.258333320833;0.189814806536;2.761147
0.119347458291;0.128668056042;0.259722212536;0.204629619916;2.729947
0.137147421638;0.12708427688;0.176388888309;0.21296295772;2.63635
0.11132512283;0.125070821494;0.327777774798;0.224074067065;2.698748
0.108425613286;0.122245460473;0.338888879451;0.241666663852;2.807946
0.1042577258;0.117450564134;0.322222216262;0.273148143181;2.542751
0.109716365528;0.11820965412;0.311111102502;0.258333322903;2.714347
0.11029240013;0.115515569156;0.313888873491;0.277777765912;2.683149
0.0999077109413;0.106718194843;0.352777769168;0.335185177348;2.807946
0.106167269871;0.103393065295;0.33194444163;0.351851846885;2.58955
0.0909353610542;0.0981647334993;0.422222198712;0.367592584204;2.636349
0.0903459539016;0.0933840294127;0.42222220699;0.399074070432;2.683149
0.0894199270341;0.0921179648075;0.422222198712;0.387962948945;2.745547
0.0440479185329;0.0733766217751;0.6166666415;0.459259257272;2.651949
0.0378899027386;0.0498854703511;0.606944420271;0.540740735553;2.62075
0.0351747776796;0.0383423337782;0.659722199043;0.627777758572;2.729947
0.020646062395;0.033579285429;0.822222196394;0.684259246897;2.62075
0.0263865599926;0.027902484492;0.729166643487;0.760185153396;2.714347
0.00793013744988;0.0233197219808;0.963888898492;0.794444449522;2.761147
0.0115792965258;0.0139713747496;0.893055554893;0.88796298261;2.714348
0.00742118378791;0.0135977458795;0.96388890677;0.884259249325;2.776746
0.000742890648932;0.0119487577187;1.0;0.90185188033;2.698749
0.0222857731084;0.00465532229713;0.852777795659;0.971296319255;2.729947
0.000266183832638;0.0105100860259;0.998611104157;0.919444439588;2.761147
0.019868830193;0.00814633098371;0.788888870014;0.934259278907;2.698748
5.41532124569e-05;0.00476472854024;1.0;0.961111115085;2.683148
0.00831231278264;0.00219305987789;0.923611132635;0.988888889551;2.651949
6.19092956937e-05;0.0113070744512;0.999999991722;0.913888888227;2.745548
