loss;acc;val_acc;time;val_loss
0.00241613673683;0.980555568304;1.0;3.031544;1.72049941372e-12
0.00332476463356;0.96944446365;1.0;3.092139;1.05740211956e-10
0.00219330859464;0.981944460008;1.0;2.926547;6.03795852025e-12
0.00193730802857;0.984027791354;0.999999993791;3.02454;7.69597672057e-10
0.00183298396799;0.985416678919;1.0;2.905945;5.28617823166e-11
0.00217174875434;0.982638899651;1.0;3.047338;6.84695586063e-11
0.00205283048551;0.987500006126;1.0;3.093542;1.68787672544e-10
0.00221764437851;0.981944455869;1.0;3.015343;1.98028429217e-10
0.00183135728003;0.984722236792;1.0;3.022743;1.99091956884e-11
0.00177319055365;0.984722228514;0.999999993791;3.111935;3.49229046322e-12
0.00222330574232;0.981250012086;0.999999993791;3.205139;7.40484591204e-09
0.0025523369857;0.977083355188;1.0;3.152139;3.4696531385e-13
0.00237866504661;0.981944461664;1.0;3.043948;4.00380505162e-11
0.00211321982836;0.98055556996;0.999999993791;3.145726;1.40535194529e-11
0.00239136060878;0.981944460008;0.999999993791;2.872958;1.90261955155e-10
0.00183670042477;0.984722232653;0.999999993791;3.01434;4.37206441381e-08
0.00195655573851;0.983333343433;1.0;2.960147;2.15564177198e-12
0.0020480100304;0.986805568139;1.0;3.075741;1.9142744052e-11
0.0024382507929;0.980555568304;1.0;2.913545;1.86731467804e-10
0.00233540016658;0.983333343433;1.0;3.092738;3.77062938785e-12
0.00206458572413;0.980555557542;1.0;3.069739;1.41093545651e-12
0.00173413701764;0.985416676435;0.999999993791;2.994144;4.40796099667e-11
0.00242519356102;0.978472228679;1.0;3.011942;4.34053626508e-08
0.0024308870937;0.979166682396;0.999999993791;3.141736;2.11480144168e-11
0.00191729976157;0.984722230997;1.0;3.085144;4.78855163233e-13
0.00197063927428;0.983333345089;1.0;3.215336;3.68919830538e-12
0.0018860623008;0.986111122701;0.999999993791;3.06954;4.46928604212e-12
0.00129050731179;0.989583343267;1.0;3.148932;8.06105938063e-11
0.00182625406807;0.985416680574;1.0;2.947746;1.47659250416e-09
0.00176437760092;0.984027788871;0.999999993791;2.800343;3.38042425454e-12
0.00232679886479;0.981250017881;1.0;3.209333;7.40939553632e-14
0.00121526587697;0.98888889783;1.0;3.106938;6.34261679451e-12
0.0025280885206;0.978472230335;0.999999993791;3.162935;2.46752188766e-13
0.00229288408456;0.980555561682;0.999999993791;3.10894;4.79685119545e-11
0.0017734637845;0.984027788871;0.999999993791;3.115338;5.11784502129e-12
0.00175914208254;0.98402779301;1.0;3.122139;8.12277903303e-12
0.0022880881428;0.981944457524;0.999999993791;3.038343;8.30648079253e-10
0.00175248678534;0.986111116078;0.999999993791;2.984942;4.87621371478e-12
0.00110383676676;0.991666672958;1.0;2.98954;6.48544632592e-14
0.0018775137109;0.984722232653;0.999999993791;3.079537;8.92366763732e-12
0.00191738236819;0.981944461664;1.0;3.210131;2.42742094289e-14
0.00187670200648;0.988194451564;1.0;3.083938;3.4541008493e-09
0.0024614413091;0.979166684879;1.0;3.125937;8.06583291269e-13
0.00189895854722;0.984722230997;1.0;3.170338;6.76842413849e-09
0.00133375582143;0.988888895346;1.0;3.114938;4.41518659958e-13
0.00113425256071;0.990277777116;1.0;3.058741;4.79445205788e-11
0.00113056770115;0.989583343267;1.0;3.177141;1.75639886541e-12
0.00129587010128;0.990972230832;1.0;3.06094;1.22048216717e-11
0.000952209492665;0.992361114257;1.0;3.053343;1.74753707206e-12
0.000873316330702;0.993055562178;1.0;3.186733;1.49009160385e-12
0.00171935387152;0.984027788871;1.0;2.912943;6.88195099853e-08
0.000832725490757;0.995833337307;1.0;3.061738;8.25346131052e-12
0.00071943352559;0.993750001821;1.0;3.010741;5.48174046576e-13
0.0012032873637;0.990277785394;1.0;3.116935;1.45790270092e-13
0.000851089920919;0.993750004305;1.0;3.136338;2.82132216041e-14
0.000734734902254;0.994444449743;1.0;3.156338;1.01563934519e-10
0.00125251472178;0.989583337473;0.999999993791;2.946542;3.57069213097e-08
0.000939972133134;0.993055558039;1.0;3.073139;2.0678279235e-11
0.000664685423342;0.995833333168;1.0;3.089341;3.49443338587e-12
0.000709437135598;0.994444449743;1.0;3.068144;3.53535966067e-13
0.000608706907267;0.995833333168;1.0;3.111537;4.21890069882e-11
0.000517872056978;0.99652777695;1.0;3.080139;5.81838055201e-13
0.000324221820427;0.99861111078;1.0;3.12534;1.75426519344e-12
0.000649830939925;0.995138893525;1.0;3.027142;2.59381015752e-13
0.000383306833416;0.997222224871;1.0;2.977343;2.0575426445e-12
0.000674031025658;0.994444449743;1.0;3.123539;9.00565581251e-13
0.000252052424041;0.997916664514;1.0;3.205537;1.06373034336e-11
0.000495273850018;0.997222224871;1.0;3.141938;3.69299004897e-13
0.000502250630322;0.996527781089;1.0;3.115937;2.74406022717e-12
0.000376728324825;0.997222224871;1.0;3.110137;1.12781074784e-12
0.0013068924517;0.989583341612;0.999999993791;3.008144;5.65939678111e-11
0.000633214866535;0.994444448087;1.0;3.067137;3.80192359889e-11
0.000322566995608;0.997222223216;1.0;3.015146;4.42877532735e-13
0.000438313358922;0.996527781089;0.999999993791;3.04154;1.49817873394e-14
0.000579326829421;0.995833333168;1.0;3.037945;2.73358511163e-13
0.000351861134726;0.997222224871;1.0;3.169736;6.59263607454e-16
0.000365731923607;0.997222224871;0.999999993791;3.05434;1.44057161831e-13
0.000185748842734;0.998611104157;1.0;3.015938;5.98894489333e-09
0.000276838534502;0.997916668653;1.0;3.004942;6.95927118067e-15
0.000281185393033;0.997916660375;1.0;3.034539;1.77294375772e-13
0.000362541867576;0.997222224871;0.999999987582;2.898144;1.21220804806e-11
4.37398493717e-05;1.0;0.999999993791;3.146739;2.81671843229e-14
0.000439260785049;0.995138893525;0.999999993791;3.113136;1.44019377929e-12
0.000192922770108;0.999305552079;0.999999993791;3.103537;9.28953283078e-15
0.000301289201889;0.997916664514;0.999999993791;3.101338;5.05027864403e-15
0.000349227412364;0.997916666998;1.0;3.116134;1.80976808403e-12
0.000457548064392;0.994444448087;1.0;3.123535;7.77208953442e-13
0.00035469732564;0.997222219076;1.0;3.03894;3.45809985504e-14
0.000202444014531;0.997916668653;1.0;3.180537;1.35680668331e-15
0.0003086639824;0.997222224871;1.0;3.051136;7.20507870772e-06
0.000222713192102;0.997916668653;1.0;3.063943;6.70360880964e-14
0.000127110259981;0.999305556218;1.0;3.115134;2.0917006185e-15
8.43134590014e-05;0.999305556218;1.0;2.895345;8.17180866069e-13
8.45096956507e-05;0.999305552079;0.999999993791;2.877147;2.73993308892e-15
0.000228150569426;0.998611112436;1.0;3.139539;5.47717765226e-16
0.000399201102458;0.995833337307;1.0;3.077736;5.3620854443e-13
0.000175782061635;0.999305552079;1.0;3.040739;5.7851263562e-16
0.000144810290983;0.999305556218;1.0;3.060542;4.65747453249e-19
0.000381087464888;0.996527781089;1.0;3.01934;6.93613725131e-16
0.000144879516505;0.999305556218;0.997916668653;2.986139;0.00034315719957
0.00036292605095;0.997222224871;1.0;3.144139;3.19134961974e-12
0.000781800624687;0.992361114257;1.0;2.982744;1.45110581096e-14
0.000284933724791;0.997222223216;0.999999993791;3.077141;6.32051975135e-12
9.32084732186e-05;0.999305556218;1.0;3.102141;1.12279025539e-14
0.00047393910161;0.994444449743;1.0;3.167933;3.56480263354e-13
1.94852507767e-05;1.0;1.0;3.123136;1.43537343573e-14
9.38706379325e-05;0.998611112436;0.999999993791;3.109942;2.43615685322e-16
0.000232752718952;0.997916666998;1.0;3.016741;2.28080909611e-15
0.000199581241441;0.998611104157;1.0;3.03594;2.55290354149e-16
0.000412694573864;0.996527781089;1.0;3.015348;3.1958936173e-17
0.000212230624033;0.998611112436;1.0;2.989341;4.67186304169e-13
0.000239327506299;0.997916668653;1.0;3.059343;9.45945320786e-14
0.000163646079014;0.999305556218;1.0;3.014539;2.7838437354e-10
0.000108470947512;0.999305556218;0.999999993791;2.975341;2.63568306508e-14
0.000126050498979;0.998611112436;1.0;3.041537;8.44247790272e-16
8.05526251002e-05;0.999305556218;1.0;3.01294;1.11837291405e-16
0.000593873160817;0.995138893525;0.999999993791;2.979945;2.81762689512e-14
0.000189865250236;0.998611112436;1.0;3.08894;6.09378594249e-12
0.000228274543766;0.997916668653;1.0;3.087542;4.2420881916e-12
0.000316122704267;0.997916668653;1.0;3.040338;3.09309647081e-18
0.00015542750004;0.998611112436;1.0;2.901547;2.19164184516e-15
4.8825545002e-05;1.0;1.0;3.156139;7.46758830145e-18
8.74884882516e-05;0.999999995861;1.0;3.024144;1.42398433554e-15
2.56703277875e-05;1.0;1.0;3.198335;6.00599956781e-15
0.000108396690087;0.999305556218;1.0;2.996947;2.20847082963e-16
0.000171396270926;0.997916668653;1.0;3.089736;2.06651434189e-14
0.000249368355011;0.998611112436;1.0;2.993142;9.01482090646e-16
0.000321180196561;0.997222224871;1.0;2.935542;1.97071902597e-14
1.1993349704e-05;1.0;1.0;2.986942;4.07274802043e-15
0.000495032238337;0.995833337307;1.0;3.131537;7.86217154141e-16
4.00985029489e-06;0.999999991722;1.0;2.985144;5.63988310692e-16
0.000251113449647;0.998611112436;1.0;3.014749;8.92437641409e-16
0.000181180196507;0.997916668653;1.0;3.060739;8.01848962441e-12
4.38105285671e-06;1.0;1.0;2.941343;2.63679847992e-09
0.000195830020057;0.998611112436;0.999999987582;3.041338;5.77720654914e-13
6.74401028109e-05;1.0;1.0;3.181535;3.67056644902e-13
0.000663298353407;0.995833337307;1.0;2.905942;1.99615462867e-15
0.000177093318887;0.999305556218;1.0;3.015139;1.61993563347e-16
0.000215012702168;0.997916664514;1.0;3.163736;1.33089758392e-15
8.62250041965e-05;0.999305556218;0.999999993791;3.131537;6.82080365557e-17
1.70393175885e-05;1.0;1.0;3.041542;7.56420486651e-16
3.34231528153e-05;1.0;1.0;3.104537;3.98198175727e-17
1.26582751291e-05;1.0;0.999999993791;3.091338;3.19365915644e-17
0.000243258127962;0.997916668653;0.999999993791;2.97634;5.67393101558e-18
0.000725443592346;0.993750001821;1.0;3.01354;4.70731937545e-09
0.000183178872074;0.998611112436;0.999999993791;3.006945;1.61993861587e-12
0.000432572183027;0.99652777695;1.0;2.990144;1.39020545977e-09
