loss;acc;val_acc;time;val_loss
0.145542536034;0.0833333308239;0.083333330423;6.417;0.152777780468
0.152004555075;0.0840277725106;0.0895833301668;3.134;0.151731573666
0.149862731083;0.0902777734833;0.0718749967637;2.652;0.154687502732
0.150765092216;0.0874999976562;0.0718749975398;2.691;0.15468750118
0.150575716876;0.0868055517009;0.083333330811;2.797;0.152777780468
0.148539371375;0.0979166620204;0.071874999092;2.863;0.154687504284
0.151410224744;0.0909722178347;0.0718749983159;2.806;0.15468750118
0.151483000774;0.0819444414228;0.0833333300349;2.942;0.15277778202
0.149129373953;0.0868055534859;0.083333330423;2.914;0.151041180516
0.147108875422;0.0854166628172;0.0833333311991;2.868;0.152648696055
0.149585066363;0.0694444414435;0.083333330423;2.806;0.152777780468
0.149341977719;0.0874999963368;0.0833333315871;2.9;0.152777780468
0.151097179701;0.0847222185176;0.0833333315871;2.81;0.152777783573
0.148632598627;0.0861111082033;0.083333330423;2.821;0.152771390664
0.14802613544;0.082638885412;0.0833333311991;2.933;0.152777780468
0.14835870328;0.0874999957159;0.0833333315871;2.821;0.150615160664
0.147112904117;0.0826388861363;0.0791666654404;2.908;0.153472017497
0.146142942003;0.0868055536929;0.0916666629879;2.886;0.133139894965
0.146898915991;0.0736111095951;0.0864583311292;2.874;0.152255955152
0.147501793794;0.0840277744768;0.0864583311292;2.852;0.129994557394
0.147453070101;0.0784722191747;0.0864583326814;2.785;0.137499902397
0.13892171325;0.109722217441;0.0895833301668;2.874;0.151664764931
0.134597376092;0.118749995095;0.157291661017;2.925;0.133064785662
0.129943756594;0.134722217917;0.174999997951;2.927;0.102150086934
0.106511592348;0.155555551147;0.238541663935;3.035;0.0766431799469
0.0710250128888;0.254861104613;0.267708331347;2.914;0.0700728381053
0.0677274588702;0.290972213778;0.374999991929;2.834;0.0646263221279
0.0661400808021;0.319444433682;0.457291663314;2.865;0.0609828511563
0.0634193141531;0.343055548353;0.30729165518;2.883;0.0678911064751
0.0609334336801;0.377777769334;0.494791651145;2.98;0.0562924991827
0.0591782994258;0.372222211005;0.526041656112;2.91;0.0514986468479
0.054318290359;0.425694435007;0.360416657912;2.916;0.0625498478767
0.0538708582107;0.451388873574;0.523958305518;2.892;0.046415936357
0.0496797823451;0.50347220194;0.594791647047;2.841;0.0436269328153
0.0470846108575;0.508333320419;0.567708326504;2.803;0.0425591275562
0.0440988915765;0.550694424245;0.714583300054;2.796;0.0389030242028
0.0432995659713;0.552777763042;0.903125030299;2.736;0.0265066577122
0.0400534025911;0.588888872829;0.890625036011;2.865;0.0208392738908
0.0374920229531;0.619444414973;0.883333339045;2.858;0.0205791251889
0.0365669670153;0.629861085779;0.659374969701;2.961;0.0400278384332
0.0342321661301;0.642361093726;0.90625002111;2.923;0.015982732429
0.0330907714864;0.656249987582;0.873958335569;2.96;0.0176965023663
0.0326918493956;0.665972203016;0.990625002732;2.926;0.0114883457815
0.0289433579633;0.702777757413;0.61979164804;3.011;0.0368758957678
0.02918392901;0.709722197718;0.96249999851;2.974;0.00808667090799
0.0247950427907;0.749999978476;0.978125014653;3.009;0.0099224972461
0.0238427142613;0.768055543303;0.932291675359;2.913;0.0114203029467
0.0238354760481;0.76319441696;0.981250015398;2.886;0.00702713797606
0.0241453080283;0.752777770989;0.997916668653;2.868;0.0030999131947
0.0217884846756;0.775694433186;0.98749999702;2.871;0.00432650085713
0.0193266210457;0.802777755592;0.995833318681;2.955;0.00633337860927
0.0217788024004;0.778472209142;0.997916668653;2.894;0.00233611998798
0.0170649005902;0.818055539495;1.0;2.853;0.00135046206075
0.0187298226972;0.799999988741;1.0;2.896;0.00102928209041
0.0191088935826;0.80624998692;1.0;2.995;0.00125844259189
0.01552702211;0.831944436663;0.998958334327;2.972;0.00182957899475
0.0180315790413;0.827777785559;0.999999993791;3.041;0.000632259023405
0.0142321328426;0.857638878955;1.0;3.03;0.000197374920087
0.0161855603672;0.846527777612;0.999999993791;2.968;0.000505254578457
0.0124673892537;0.87847224209;1.0;2.901;0.000415161169561
0.0139500876216;0.858333326876;0.99687500298;2.94;0.000956599994121
0.0144663617636;0.859027776453;0.999999993791;2.895;3.44089250651e-05
0.0111003195763;0.893055585523;1.0;2.955;8.70423298428e-05
0.0124380051857;0.885416666667;1.0;2.982;2.22235203277e-05
0.0112992598701;0.894444468949;0.999999993791;2.949;0.000125229409766
0.0133545530391;0.875000005795;1.0;2.828;2.64323463644e-05
0.011326209034;0.89097223762;1.0;2.892;4.15842450442e-05
0.00974067877461;0.903472248879;1.0;2.904;9.10242592719e-05
0.0104579496223;0.905555590159;1.0;2.899;4.07269616858e-05
0.0103105841036;0.903472250534;1.0;2.88;1.00184807058e-05
0.00999038367687;0.907638907433;0.998958334327;2.884;0.000110808575656
0.0100259743113;0.90486112982;1.0;2.785;4.30908881602e-05
0.00960511238857;0.913194465968;1.0;2.8;7.23373269314e-05
0.0111239825427;0.893055570622;0.999999993791;2.813;3.97239820321e-05
0.00765188897882;0.930555570457;0.999999993791;2.845;4.64688538611e-07
0.00889780142784;0.912500023842;0.998958334327;2.849;0.000290749826718
0.00941750076082;0.906250009106;1.0;2.906;3.61238338797e-05
0.0091819229484;0.918750013742;1.0;2.924;1.43473335802e-05
0.00882628415194;0.917361134456;1.0;2.789;8.60429290128e-06
0.00850661081171;0.921527821985;0.999999993791;2.891;2.17131888321e-07
0.0113361291361;0.896527812713;1.0;2.817;8.75587517453e-07
0.00751714850453;0.933333363798;1.0;2.921;2.22188085347e-07
0.00877442760005;0.913888927963;1.0;2.948;9.36348036884e-07
0.00700330250483;0.934027819998;1.0;3.044;2.68531833658e-07
0.0076615261302;0.92500001606;1.0;2.908;1.72400461125e-05
0.00604506611126;0.941666704085;1.0;2.923;1.32347365035e-05
0.00643626133549;0.938888904121;1.0;2.924;3.88247404241e-05
0.00708008389403;0.929166701933;0.999999993791;2.925;2.44622721265e-07
0.00525365024805;0.947916706403;0.999999993791;2.831;4.68307505622e-09
0.00505742697634;0.953472241759;1.0;2.764;5.79718403874e-07
0.00573709302181;0.945833366778;0.999999993791;2.802;9.43953690306e-08
0.00660714304346;0.936111137271;1.0;2.811;2.63894516572e-07
0.00506651347354;0.954861141741;1.0;2.98;1.67545020878e-08
0.00487018956725;0.949305587345;1.0;2.953;4.33601640357e-08
0.0064241800509;0.938194464478;1.0;2.958;1.09404960469e-06
0.00455224264361;0.960416691999;0.999999993791;2.902;2.84425763613e-09
0.00457342088824;0.961111138264;1.0;2.887;1.81628810751e-07
0.00430596757764;0.961805575424;1.0;2.868;1.64466479917e-06
0.00510412791563;0.950694473253;1.0;3.492744;4.83074815982e-08
0.00409703579498;0.968750019868;1.0;3.026542;9.97526273967e-10
0.00548126849107;0.953472235964;1.0;3.069345;1.84960620171e-09
0.00389992271408;0.961111135781;1.0;3.184134;1.28351355322e-06
0.00423507693469;0.963888913393;1.0;2.95154;3.83173392379e-09
0.0035507234942;0.965972250534;0.999999993791;3.051545;8.0688311981e-08
0.00391203364254;0.963888913393;0.999999975165;3.01194;2.24688089893e-08
0.0046032547705;0.958333367275;1.0;3.108542;0.000100242177019
0.00433404015914;0.963194469611;1.0;2.994348;7.97354590386e-08
0.0026928219401;0.978472232819;0.999999993791;2.991341;2.56446327715e-09
0.00288209371825;0.978472236958;1.0;3.104539;4.70343740807e-09
0.00360645220887;0.968750024007;1.0;3.077142;7.11824032588e-09
0.00406287893485;0.96180556135;1.0;3.011539;1.13917161237e-07
0.00377219395321;0.968750024007;1.0;3.073739;1.99277025617e-09
0.00196774668439;0.985416680574;1.0;2.987937;2.38884118884e-10
0.00365149812973;0.965277805097;0.999999993791;3.027741;4.03311437754e-08
0.00246217751475;0.981250016226;1.0;3.055341;4.71210609606e-08
0.00295715486775;0.974305567642;1.0;3.105537;5.11624828185e-11
0.00296889815622;0.975694453551;1.0;2.99694;8.52519496664e-09
0.00229630442239;0.979861130317;0.999999993791;2.983542;1.35113734374e-10
0.00230715292289;0.977777790692;0.999999993791;3.121134;6.79031206769e-10
0.00217960883593;0.981250009603;1.0;3.230532;4.98356933122e-10
0.00257000153983;0.976388911406;1.0;3.117539;2.91396385735e-11
0.00234797736903;0.978472228679;1.0;3.023943;4.76775181835e-10
0.00245705111593;0.978472234474;1.0;3.133534;1.8872582882e-10
0.0024733586981;0.979861130317;1.0;3.138938;1.28952565869e-08
0.00433824690764;0.963194458849;0.999999993791;2.95995;6.72335662395e-11
0.00269569268049;0.972222238779;1.0;3.278932;1.31756659619e-09
0.00192757111533;0.984027787215;1.0;3.188137;4.98877669318e-11
0.00255423076386;0.97916668074;0.999999987582;3.046945;3.92915519528e-07
0.00211309257227;0.981250017881;0.999999987582;3.201935;3.16903907178e-11
0.00277995579139;0.975000023842;1.0;3.169335;2.794948432e-07
0.00315955067183;0.97222223464;1.0;3.099136;7.91845802662e-06
0.00261616790117;0.977083330353;1.0;3.010744;9.4541279348e-10
0.00264750985742;0.97708334691;1.0;3.013544;3.59381012127e-10
0.00340595797267;0.972916682561;1.0;3.234137;7.78848344484e-09
0.00201830154401;0.982638891372;0.999999993791;3.08394;2.20629718893e-07
0.00457117321882;0.961111129986;0.999999993791;2.966947;2.21252631514e-09
0.00224262388009;0.980555572444;1.0;2.946545;9.27103903119e-11
0.00250928898923;0.977083349393;0.999999993791;2.962144;4.51145714478e-09
0.00314287425539;0.972916688356;1.0;2.897144;4.09132153264e-09
0.00241251554164;0.979861128661;1.0;3.03294;1.42653645855e-09
0.00201539406165;0.979861126178;1.0;3.133731;4.41218540544e-10
0.00234148637133;0.978472238613;1.0;3.071744;5.54298185577e-13
0.00277302250859;0.981250009603;1.0;3.257134;4.23886650156e-07
0.00250203934148;0.983333349228;1.0;3.056937;1.89535027783e-12
0.00190618347693;0.983333339294;0.999999993791;3.045341;2.22103469734e-10
0.00273996930547;0.977083351049;1.0;2.945146;4.2189815541e-13
0.00176094346868;0.986805564;1.0;3.120535;5.0243026583e-13
0.00168347608511;0.987500007782;1.0;3.171136;2.02853350625e-12
0.00296310498177;0.977777793176;1.0;2.929547;5.82025158323e-12
0.00285679426007;0.977777794831;1.0;2.887144;1.5988675982e-10
0.0021636618775;0.984027787215;1.0;3.183535;8.56838444091e-10
0.00220257343042;0.98541667478;0.999999993791;3.147537;3.77290235795e-12
0.00214767316801;0.984027776453;0.999999993791;3.18094;2.86672994339e-12
