val_loss;loss;val_acc;acc;time
0.15277777695;0.145313685691;0.083333330022;0.0805555542724;2.761129
0.15277777488;0.152053893992;0.0833333299185;0.0796296282637;2.402339
0.152777781089;0.150326210867;0.0833333299185;0.0824074035993;2.464737
0.152197393692;0.144786678531;0.083333330022;0.0768518502721;2.433537
0.133582510054;0.145125599923;0.0833333307463;0.0768518485819;2.371139
0.0904420171347;0.140783585332;0.083333330022;0.0898148092545;2.495936
0.0903857035769;0.13068245917;0.0833333297115;0.0842592558927;2.33994
0.0758864544332;0.0828056456866;0.13888888268;0.102777775239;2.37114
0.0768479779363;0.0786787279778;0.0791666642245;0.0999999941775;2.433537
0.0762311526471;0.0782905848766;0.0833333305394;0.116666661782;2.449137
0.0735969127466;0.0776500768132;0.191666661141;0.13796295543;2.464737
0.0765030276444;0.0761337792156;0.0930555507334;0.144444439836;2.417938
0.0743707685421;0.0758414777617;0.14861110453;0.128703699896;2.511536
0.0720042532517;0.0741447934674;0.218055554976;0.168518511647;2.449137
0.0696468537466;0.0713901770888;0.22916665756;0.226851844539;2.464737
0.0628152009514;0.0687651696304;0.398611101839;0.293518514821;2.527135
0.0574072059244;0.0641155634075;0.430555534859;0.343518508253;2.495936
0.0551932882518;0.0580279999585;0.429166658057;0.408333321964;2.417938
0.0419276582284;0.0553791449164;0.565277740359;0.450925910914;2.355539
0.0387813409583;0.0503125318361;0.729166621963;0.4962962623;2.433538
0.0658762008987;0.0498735299679;0.323611104654;0.516666655187;2.480336
0.0374335939479;0.0445313973835;0.66805552774;0.593518490593;2.480337
0.0134604737266;0.0341531044838;0.895833346579;0.696296280181;2.386738
0.0265399829174;0.0341011095723;0.770833316776;0.702777775349;2.495936
0.00676879255722;0.0167840519247;0.931944489479;0.860185188276;2.433538
0.0113095276886;0.0329951047552;0.945833375057;0.721296289453;2.480336
0.00975611251003;0.0249858007387;0.918055597279;0.787037032622;2.495936
0.00620197180736;0.00652001757192;0.94861114853;0.958333352098;2.386739
0.00139690089499;0.0281667506098;0.998611104157;0.768518521278;2.495936
0.0203604937997;0.0178218073194;0.829166668985;0.857407411491;2.495936
0.00168502361501;0.0129752028647;0.987500001987;0.894444452392;2.417938
0.0429648818552;0.00464774793471;0.658333289954;0.965740753545;2.402338
0.000287044680691;0.0148774035732;0.998611112436;0.881481467574;2.402339
0.00045692830564;0.000569433940486;0.997222224871;0.999074070542;2.417938
0.00732024834077;0.0189298192013;0.927777801951;0.850925903629;2.511535
0.00586232063102;0.00578034636203;0.947222269244;0.949074079593;2.433538
0.000241559140565;0.00553719377112;0.998611112436;0.961111126123;2.417938
0.0220741922191;0.00763382535607;0.806944426563;0.945370373902;2.558334
0.000457220168957;0.013413290345;0.998611112436;0.905555558425;2.480337
0.000247686691106;0.000213756112552;0.998611112436;0.999074074957;2.495936
0.000165415664564;0.000183062279272;0.998611112436;0.999999988962;2.495936
0.00579444317716;0.000137555131106;0.954166702098;0.999074074957;2.433537
0.000195013273078;0.0215616223612;0.998611112436;0.848148154992;2.480337
0.000424384051965;0.000403767010707;0.997222216593;0.997222220456;2.371139
0.00054415332718;0.00556150497411;0.997222224871;0.96203704675;2.495936
0.00018372539674;0.000121571402512;0.998611112436;1.0;2.480336
0.000164168958218;0.000111453115719;0.998611104157;0.999074074957;2.464737
0.000165315867966;2.8176187504e-05;0.998611112436;1.0;2.573934
0.000234178833457;0.0159315743259;0.998611112436;0.884259264778;2.464737
0.000202189034359;0.000153787974408;0.998611112436;0.999074074957;2.402338
0.000208539729594;0.000106072557502;0.998611112436;0.999999994481;2.417938
0.000234611223934;0.016286759837;0.998611112436;0.87962961804;2.542735
0.000285471038088;0.000163070330186;0.997222224871;1.0;2.495936
0.000155788048378;9.08401275747e-05;0.998611112436;0.999074074957;2.480336
0.000156879501672;5.16565615827e-05;0.998611104157;1.0;2.464737
0.000157705433116;1.46137524953e-05;0.998611112436;1.0;2.355539
0.000176845324624;1.61508793052e-05;0.998611112436;1.0;2.433538
0.000242413158778;0.0187967104797;0.998611112436;0.87407406999;2.558334
0.00023134433407;9.36380550701e-05;0.998611112436;1.0;2.464737
0.000229794205679;1.64071942705e-05;0.998611112436;1.0;2.511536
0.000222603169004;1.66848569355e-05;0.998611112436;0.999999994481;2.495936
0.000199864619893;0.0147675029334;0.998611112436;0.891666659602;2.417938
0.000226921051657;1.73141997948e-05;0.998611112436;0.999999994481;2.464737
0.000261140856648;7.72819896716e-05;0.998611112436;0.999074074957;2.527135
