loss;time;val_loss;val_acc;acc
0.15277373294;3.310733;0.154687504284;0.0718749983159;0.0826388851533
0.151620090215;2.870353;0.154687499627;0.0718749983159;0.0902777738973
0.151935945162;2.700756;0.15468750118;0.0718749975398;0.0881944408692
0.151504631051;2.635552;0.154687499627;0.071874999092;0.0909722183003
0.151388891455;2.669957;0.15468750118;0.0718749983159;0.0916666636864
0.151736114381;2.69895;0.154687504284;0.0718749983159;0.089583331719
0.151248625997;2.725955;0.15468750118;0.0718749983159;0.0923611081412
0.151504632086;2.672955;0.15468750118;0.0718749975398;0.0909722193869
0.151504631051;2.776552;0.15468750118;0.0718749975398;0.0909722181192
0.151504631051;2.708353;0.15468750118;0.0718749983159;0.0909722177312
0.151504631051;2.699154;0.154687499627;0.0718749975398;0.090972219956
0.151504630016;2.612955;0.154687499627;0.0718749983159;0.0909722198008
0.151504631051;2.635156;0.154687504284;0.0718749983159;0.0909722180416
0.151504632086;2.72455;0.154687504284;0.0718749983159;0.0909722192834
0.151504632086;2.722154;0.15468750118;0.0718749983159;0.0909722191282
0.151504395116;2.751549;0.154687502732;0.0718749975398;0.0909722184555
0.151504627946;2.750555;0.154687502732;0.0718749975398;0.090972217576
0.151504630016;2.669753;0.154687499627;0.0718749975398;0.090972218766
0.151504632086;2.711953;0.15468750118;0.071874999092;0.0909722183003
0.151504632086;2.712552;0.154687504284;0.0718749983159;0.090972218766
0.151504629602;2.696753;0.154687507388;0.0718749975398;0.090972220163
0.151504630016;2.672159;0.154687505836;0.0718749983159;0.0909722190247
0.151504631465;2.713351;0.154687502732;0.0718749975398;0.0909722176277
0.151504634155;2.653159;0.154687502732;0.0718749983159;0.0909722193869
0.151504628981;2.771353;0.154687499627;0.0718749975398;0.0909722190247
0.151504632086;2.608557;0.154687502732;0.0718749967637;0.0909722190764
0.151504628981;2.810753;0.154687502732;0.0718749975398;0.0909722177312
0.15150463312;2.700754;0.15468750118;0.0718749983159;0.0909722182486
0.151504632086;2.722154;0.154687499627;0.071874999092;0.0909722185073
0.15150463519;2.797748;0.154687504284;0.0718749975398;0.0909722196456
0.151504630016;2.740555;0.154687502732;0.0718749983159;0.0909722180416
0.151504632086;2.673154;0.154687504284;0.0718749983159;0.0909722189212
0.15150463312;2.77135;0.154687502732;0.0718749983159;0.0909722180934
0.151504626912;2.719557;0.154687499627;0.0718749975398;0.0909722196714
0.15150463312;2.757754;0.154687502732;0.0718749983159;0.0909722203182
0.151504631672;2.647751;0.15468750118;0.0718749983159;0.090972219956
0.151504631051;2.637358;0.15468750118;0.0718749983159;0.0909722188695
0.15150463312;2.686756;0.15468750118;0.0718749983159;0.0909722183003
0.151504631051;2.66495;0.15468750118;0.071874999092;0.0909722191282
0.151504634155;2.763753;0.154687504284;0.0718749983159;0.0909722195421
0.151504630016;2.637363;0.154687499627;0.0718749983159;0.090972220163
0.151504632086;2.775346;0.15468750118;0.0718749975398;0.0909722190247
0.151504632086;2.71435;0.15468750118;0.0718749983159;0.0909722187142
0.151504631051;2.851948;0.154687507388;0.0718749983159;0.0909722174207
0.151504630016;2.667754;0.15468750118;0.0718749975398;0.0909722184555
0.15150463312;2.730952;0.154687502732;0.0718749983159;0.0909722208356
0.151504630016;2.721154;0.15468750118;0.0718749975398;0.0909722175242
0.15150463312;2.787948;0.15468750118;0.0718749983159;0.0909722168516
0.15150463312;2.864549;0.15468750118;0.0718749975398;0.0909722190247
0.151504630016;2.734555;0.154687502732;0.0718749975398;0.0909722191282
0.15150463312;2.757156;0.154687502732;0.0718749975398;0.0909722194903
0.151504630016;2.74455;0.15468750118;0.071874999092;0.0909722207838
0.15150463312;2.669151;0.154687504284;0.071874999092;0.0909722185849
0.151504636225;2.759751;0.154687508941;0.071874999092;0.0909722177829
0.151504631051;2.799953;0.154687499627;0.0718749975398;0.0909722191282
0.151504631051;2.880146;0.154687499627;0.0718749983159;0.0909722202147
0.15150463312;2.639557;0.154687504284;0.0718749975398;0.0909722202664
0.151504628981;2.693549;0.15468750118;0.0718749975398;0.0909722181968
0.151504630016;2.720555;0.15468750118;0.071874999092;0.0909722185073
0.151504632086;2.72495;0.154687502732;0.071874999092;0.0909722192575
0.15150463312;2.713353;0.154687502732;0.0718749983159;0.0909722197232
0.151504632086;2.737549;0.154687499627;0.0718749975398;0.0909722179381
0.151504632086;2.675356;0.15468750118;0.0718749983159;0.0909722190247
0.151504631672;2.736353;0.15468750118;0.0718749983159;0.0909722195938
0.151504632086;2.666353;0.154687502732;0.071874999092;0.0909722180934
0.151504632086;2.807149;0.154687502732;0.0718749983159;0.0909722204475
0.151504632086;2.712351;0.154687508941;0.0718749975398;0.0909722180675
0.151504634155;2.67995;0.154687505836;0.0718749975398;0.0909722181192
0.15150463312;2.752147;0.15468750118;0.0718749975398;0.0909722197232
0.151504631465;2.653149;0.154687502732;0.0718749983159;0.0909722186366
0.151504631051;2.728748;0.154687498075;0.0718749975398;0.0909722194903
0.151504628981;2.645355;0.154687499627;0.071874999092;0.0909722197232
0.15150463312;2.733152;0.154687504284;0.0718749983159;0.0909722190247
0.151504631051;2.727748;0.15468750118;0.0718749983159;0.090972217757
0.151504628981;2.795547;0.154687502732;0.0718749975398;0.0909722183779
0.15150463312;2.714953;0.154687504284;0.071874999092;0.0909722188695
0.151504631051;2.709952;0.154687504284;0.0718749983159;0.0909722181968
0.151504632086;2.682754;0.154687504284;0.0718749983159;0.0909722202406
0.151504632086;2.729751;0.154687505836;0.0718749983159;0.0909722186108
0.151504630016;2.714149;0.154687505836;0.0718749983159;0.0909722177312
0.151504630016;2.72995;0.154687505836;0.0718749983159;0.0909722186108
0.151504634155;2.658549;0.154687502732;0.0718749983159;0.090972218766
0.15150463519;2.713154;0.15468750118;0.0718749983159;0.0909722200595
0.151504632086;2.775948;0.15468750118;0.0718749975398;0.0909722177829
0.151504631051;2.744549;0.154687499627;0.0718749975398;0.0909722190764
0.15150463312;2.779353;0.154687498075;0.071874999092;0.090972218559
0.15150463312;2.867948;0.15468750118;0.0718749983159;0.0909722212495
0.151504631051;2.809751;0.154687502732;0.071874999092;0.0909722195421
0.151504636225;2.730151;0.154687499627;0.071874999092;0.0909722184038
0.151504627946;2.680159;0.154687504284;0.071874999092;0.0909722199301
0.151504632086;2.717557;0.154687499627;0.0718749975398;0.090972217964
0.151504631465;2.709149;0.154687504284;0.0718749975398;0.0909722198008
0.151504631051;2.702154;0.154687502732;0.0718749983159;0.0909722198008
0.151504628981;2.698151;0.154687504284;0.0718749975398;0.0909722179381
0.151504627325;2.741358;0.154687502732;0.071874999092;0.0909722213789
0.151504630016;2.643554;0.15468750118;0.0718749983159;0.0909722194903
0.151504630016;2.754557;0.154687502732;0.071874999092;0.0909722188177
0.151504631051;2.684751;0.154687504284;0.0718749975398;0.0909722183521
0.15150463312;2.748348;0.154687504284;0.0718749983159;0.0909722198784
0.151504632086;2.678154;0.154687499627;0.0718749983159;0.0909722190764
0.151504631051;2.682355;0.15468750118;0.0718749983159;0.0909722178347
0.15150463312;2.77795;0.154687498075;0.0718749975398;0.0909722199043
0.151504632086;2.79135;0.154687499627;0.0718749983159;0.0909722196456
0.151504628981;2.827953;0.154687502732;0.0718749983159;0.0909722196973
0.151504631051;2.695557;0.15468750118;0.0718749975398;0.0909722177053
0.151504630016;2.712955;0.154687499627;0.071874999092;0.0909722191282
0.151504631051;2.734761;0.15468750118;0.0718749967637;0.090972218766
0.151504631051;2.65535;0.154687502732;0.0718749975398;0.090972221146
0.151504632086;2.694756;0.15468750118;0.0718749975398;0.0909722196456
0.151504631051;2.683353;0.15468750118;0.0718749975398;0.090972218766
0.151504630637;2.76596;0.15468750118;0.0718749983159;0.0909722177829
0.151504634155;2.689557;0.15468750118;0.071874999092;0.0909722183003
0.15150463312;2.751756;0.154687499627;0.0718749983159;0.0909722181192
0.151504634155;2.71235;0.15468750118;0.0718749983159;0.0909722181968
0.151504630016;2.747149;0.15468750118;0.0718749975398;0.0909722200077
0.151504630016;2.78995;0.15468750118;0.0718749967637;0.0909722200595
0.151504629602;2.746154;0.154687502732;0.0718749983159;0.0909722182486
0.151504628981;2.678549;0.154687505836;0.0718749983159;0.0909722209908
0.15150463312;2.810151;0.154687504284;0.0718749975398;0.0909722182486
0.151504631465;2.703552;0.154687502732;0.0718749983159;0.090972219956
0.151504631051;2.681157;0.15468750118;0.0718749983159;0.0909722187142
0.15150463519;2.787952;0.154687499627;0.0718749983159;0.0909722191282
0.151504634155;2.728952;0.154687505836;0.0718749983159;0.0909722185073
0.15150463519;2.754751;0.154687504284;0.0718749967637;0.0909722195421
0.151504631051;2.791154;0.15468750118;0.071874999092;0.090972219749
0.151504631051;2.737557;0.15468750118;0.0718749983159;0.0909722190764
0.15150463312;2.901545;0.154687498075;0.0718749983159;0.0909722177053
0.151504632086;2.718559;0.15468750118;0.0718749983159;0.0909722198008
0.151504632706;2.679753;0.154687502732;0.0718749975398;0.0909722169809
0.151504630637;2.672157;0.154687502732;0.071874999092;0.0909722181968
0.15150463312;2.70895;0.15468750118;0.0718749983159;0.0909722198008
0.151504632086;2.690557;0.154687502732;0.071874999092;0.0909722196714
0.15150463312;2.691348;0.154687502732;0.0718749975398;0.0909722195421
0.151504628981;2.746149;0.15468750118;0.0718749975398;0.0909722195421
0.151504631051;2.825549;0.154687502732;0.0718749975398;0.0909722181968
0.15150463312;2.699355;0.154687504284;0.0718749983159;0.0909722188953
0.151504632086;2.763555;0.154687499627;0.0718749983159;0.0909722193869
0.15150463312;2.71235;0.154687505836;0.0718749975398;0.0909722182486
0.151504630016;2.778149;0.154687499627;0.0718749975398;0.0909722191282
0.15150463312;2.790945;0.154687499627;0.0718749967637;0.0909722194903
0.151504627946;2.744958;0.154687502732;0.0718749975398;0.0909722198525
0.151504630016;2.823547;0.154687504284;0.0718749975398;0.090972219154
0.151504632086;2.804151;0.154687502732;0.0718749983159;0.0909722188177
0.15150463519;2.701751;0.154687498075;0.0718749975398;0.0909722179899
0.151504628981;2.730955;0.154687499627;0.0718749983159;0.0909722188695
0.151504631051;2.717157;0.154687504284;0.0718749975398;0.0909722199043
0.15150463312;2.691554;0.154687502732;0.0718749975398;0.0909722186108
0.15150463312;2.843348;0.15468750118;0.0718749983159;0.0909722183521
0.151504632086;2.756749;0.15468750118;0.0718749983159;0.0909722188695
0.15150463312;2.745547;0.154687507388;0.071874999092;0.0909722186108
0.151504631051;2.766149;0.15468750118;0.071874999092;0.0909722207838
0.151504628981;2.667955;0.15468750118;0.0718749983159;0.090972218559
0.151504634155;2.732557;0.15468750118;0.0718749983159;0.0909722184555
0.15150463312;2.78655;0.154687499627;0.0718749983159;0.0909722182486
0.151504631672;2.777955;0.154687502732;0.0718749983159;0.0909722210684
0.151504631051;2.669554;0.154687504284;0.0718749983159;0.0909722186108
0.151504632086;2.694356;0.154687502732;0.071874999092;0.0909722203182
0.151504632086;2.732353;0.154687504284;0.0718749975398;0.0909722190247
0.151504632086;2.741154;0.15468750118;0.0718749983159;0.0909722184555
0.151504634155;2.715151;0.154687502732;0.0718749975398;0.0909722194903
0.151504631051;2.701156;0.15468750118;0.071874999092;0.090972217576
0.151504631672;2.821552;0.154687507388;0.0718749975398;0.0909722193869
0.151504630016;2.795547;0.15468750118;0.0718749983159;0.0909722183003
0.15150463312;2.788945;0.15468750118;0.0718749975398;0.0909722203182
0.151504630016;2.841149;0.154687502732;0.0718749983159;0.0909722206286
0.151504632086;2.703152;0.154687499627;0.0718749983159;0.0909722183003
0.151504630016;2.737955;0.154687504284;0.0718749983159;0.0909722194903
0.151504631051;2.765557;0.15468750118;0.0718749983159;0.0909722193351
0.15150463312;2.669955;0.154687502732;0.0718749983159;0.0909722189471
0.151504632086;2.708751;0.154687499627;0.0718749983159;0.0909722185073
0.151504630016;2.796748;0.154687502732;0.0718749975398;0.090972218766
0.151504628981;2.852948;0.15468750118;0.0718749975398;0.0909722192316
0.151504632086;2.714562;0.154687502732;0.071874999092;0.0909722180416
0.151504628981;2.729753;0.154687502732;0.0718749967637;0.0909722203699
0.151504631051;2.834552;0.15468750118;0.0718749983159;0.090972219749
0.151504630016;2.672356;0.15468750118;0.0718749983159;0.0909722175242
0.15150463519;2.680955;0.154687502732;0.0718749975398;0.0909722192316
0.15150463312;2.684955;0.15468750118;0.0718749983159;0.090972218559
0.151504630016;2.835945;0.15468750118;0.0718749975398;0.0909722192834
0.151504631051;2.666751;0.154687499627;0.071874999092;0.090972219749
0.151504627946;2.690151;0.15468750118;0.0718749983159;0.0909722193351
0.151504630016;2.728751;0.154687499627;0.0718749975398;0.0909722191023
0.15150463312;2.837743;0.154687502732;0.0718749975398;0.0909722195421
0.151504631051;2.780149;0.154687505836;0.0718749983159;0.0909722198008
0.151504631051;2.738162;0.15468750118;0.0718749975398;0.0909722178347
0.151504634155;2.745753;0.154687502732;0.0718749983159;0.0909722166964
0.151504632086;2.686555;0.154687505836;0.0718749983159;0.090972218766
0.151504632086;2.807149;0.154687499627;0.071874999092;0.0909722191799
0.151504630637;2.666751;0.15468750118;0.0718749975398;0.090972218559
0.151504630016;2.780953;0.154687505836;0.071874999092;0.0909722192834
0.151504631051;2.805753;0.154687504284;0.0718749975398;0.0909722183003
0.15150463312;2.808351;0.15468750118;0.0718749975398;0.0909722195938
0.151504631051;2.759952;0.154687502732;0.0718749983159;0.0909722198525
0.151504632086;2.699356;0.154687504284;0.0718749983159;0.0909722170586
0.151504633741;2.699751;0.154687504284;0.0718749975398;0.0909722196456
0.151504630016;2.797146;0.154687502732;0.071874999092;0.0909722196456
0.15150463519;2.82855;0.154687502732;0.0718749975398;0.090972217757
0.151504628981;2.776151;0.154687504284;0.0718749983159;0.0909722202147
0.151504636225;2.858547;0.154687504284;0.0718749975398;0.0909722184555
0.151504634155;2.715751;0.15468750118;0.0718749983159;0.0909722198008
0.151504634155;2.833756;0.15468750118;0.0718749983159;0.0909722182486
0.151504631051;2.749948;0.154687504284;0.0718749975398;0.0909722185073
0.151504631051;2.854154;0.154687502732;0.0718749983159;0.0909722202406
0.151504627946;2.840741;0.154687502732;0.0718749975398;0.0909722206545
0.15150463519;2.619758;0.154687507388;0.0718749975398;0.0909722196714
0.151504632086;2.686555;0.154687499627;0.0718749975398;0.0909722200077
0.151504632086;2.759348;0.154687504284;0.0718749975398;0.0909722190764
0.151504632086;2.707955;0.154687499627;0.0718749975398;0.0909722188695
0.151504631051;2.689955;0.154687504284;0.0718749975398;0.0909722188177
0.151504631051;2.743748;0.154687499627;0.0718749983159;0.0909722190764
0.15150463312;2.698353;0.154687505836;0.0718749983159;0.0909722195421
0.15150463519;2.687953;0.154687502732;0.0718749975398;0.0909722205769
0.15150463312;2.663358;0.154687502732;0.0718749975398;0.0909722195162
0.151504632086;2.690358;0.15468750118;0.071874999092;0.090972218559
0.151504630016;2.671766;0.154687505836;0.0718749983159;0.0909722193869
0.151504630016;2.746552;0.154687502732;0.0718749975398;0.0909722208356
0.151504631051;2.677149;0.154687505836;0.0718749983159;0.090972218559
0.151504630016;2.813348;0.154687499627;0.0718749975398;0.0909722192316
0.151504631051;2.839547;0.15468750118;0.0718749983159;0.0909722188695
0.15150463312;2.763948;0.15468750118;0.071874999092;0.0909722198008
0.151504631465;2.678753;0.154687502732;0.071874999092;0.090972219154
0.151504626912;2.725953;0.154687499627;0.0718749983159;0.0909722192316
0.151504632086;2.813746;0.15468750118;0.0718749983159;0.0909722189212
0.151504634155;2.757552;0.154687499627;0.0718749983159;0.0909722188695
0.15150463312;2.779549;0.154687504284;0.0718749983159;0.090972217576
0.15150463312;2.757149;0.154687499627;0.0718749975398;0.0909722193351
0.15150463312;2.715754;0.154687502732;0.0718749983159;0.0909722202664
0.151504631051;2.732151;0.154687499627;0.0718749983159;0.0909722200595
0.151504630016;2.719749;0.154687504284;0.071874999092;0.090972217576
0.151504631051;2.679759;0.154687505836;0.0718749967637;0.090972218766
0.15150463312;2.804748;0.15468750118;0.0718749983159;0.0909722182486
0.151504627946;2.750953;0.154687505836;0.0718749975398;0.0909722182227
0.15150463312;2.694753;0.154687499627;0.0718749975398;0.0909722193869
0.15150463312;2.698159;0.154687502732;0.0718749967637;0.0909722188695
0.151504630016;2.740955;0.154687499627;0.071874999092;0.0909722180934
0.151504632086;2.682356;0.154687502732;0.0718749975398;0.0909722195421
0.151504632086;2.652957;0.15468750118;0.0718749983159;0.0909722170844
0.151504631051;2.764552;0.154687499627;0.0718749983159;0.0909722187401
0.151504631051;2.741552;0.154687504284;0.0718749967637;0.0909722194386
0.151504632086;2.749764;0.154687504284;0.0718749975398;0.0909722204217
0.15150463312;2.699355;0.154687502732;0.0718749975398;0.0909722182486
0.151504631051;2.713555;0.154687502732;0.0718749975398;0.0909722195162
0.151504632086;2.695955;0.154687499627;0.0718749983159;0.0909722193869
0.15150463726;2.721154;0.154687504284;0.0718749983159;0.0909722194903
0.151504631465;2.75535;0.154687502732;0.071874999092;0.0909722195421
0.15150463519;2.648955;0.154687505836;0.071874999092;0.0909722191282
