val_loss;loss;val_acc;acc;time
0.149734022717;0.142423886116;0.0833333309533;0.0833333314017;2.870327
0.0809418093413;0.115921006021;0.0833333295046;0.0888888858673;2.464736
0.0769881094909;0.0802500808129;0.0791666625688;0.06944444134;2.464737
0.0764536859675;0.0772349199763;0.0791666642245;0.0777777759703;2.33994
0.0764809474349;0.0765441487785;0.0722222216427;0.0749999970474;2.433538
0.0764241071625;0.0765447685564;0.0749999955297;0.0648148119864;2.542735
0.0764187928289;0.0764410916578;0.0833333309533;0.0851851809701;2.464736
0.076394683371;0.0763993644052;0.087499997889;0.0805555534446;2.464737
0.0763943443696;0.0764235838972;0.0833333307463;0.0870370327805;2.480337
0.0764015778485;0.0764034576714;0.0749999965645;0.0814814771077;2.417938
0.0764038496547;0.076390557543;0.0749999975993;0.0870370351606;2.511535
0.0764056820836;0.0763826799338;0.0749999965645;0.0870370344017;2.558335
0.0764078454425;0.0763813004726;0.0749999965645;0.0805555543414;2.386738
0.0764104103049;0.0763804417242;0.0749999975993;0.0888888877989;2.464737
0.0764127922141;0.0763791831279;0.0749999975993;0.0888888868331;2.464737
0.0764147933159;0.0763784892581;0.0749999965645;0.0777777747975;2.511536
0.0764166224334;0.0763798350537;0.0749999986341;0.0814814789014;2.527135
0.0764183035741;0.0763823999851;0.0722222216427;0.0851851819014;2.542735
0.0764201856736;0.076376741683;0.0722222216427;0.0851851832122;2.573934
0.0764221377257;0.0763758165693;0.0722222216427;0.0907407370223;2.573934
0.0764240094771;0.0763751162147;0.0722222206079;0.0907407367119;2.527135
0.0764260091301;0.0763743196925;0.0722222206079;0.0907407393334;2.386739
0.0764278152751;0.0763737334421;0.0722222216427;0.0907407342284;2.605133
0.0764295868576;0.0763735393131;0.0722222216427;0.0907407376777;2.480336
0.0764317115148;0.0763725734971;0.0722222206079;0.0907407376777;2.495936
0.076433369062;0.0763724197944;0.0722222206079;0.0907407375053;2.527136
0.0764353318761;0.0763744975406;0.0722222216427;0.0907407383676;2.480336
0.0764370208813;0.0763716130621;0.0722222206079;0.0907407390575;2.511536
0.076438917468;0.0763707930843;0.0722222206079;0.0907407387125;2.480336
0.0764441527426;0.076373031018;0.0722222216427;0.0907407371603;2.371139
0.0764416185104;0.0763740844473;0.0722222216427;0.0916666627206;2.480337
0.0764431291156;0.0763701452977;0.0722222216427;0.0907407398163;2.449137
0.0764442332503;0.0763696290001;0.0722222206079;0.0907407369879;2.480337
0.0764454706675;0.0763696182381;0.0722222216427;0.09074073616;2.542735
0.0764463670138;0.07636953504;0.0722222216427;0.0907407368154;2.464736
0.0764474214779;0.0763689929412;0.0722222206079;0.0907407378157;2.402339
0.0764486460636;0.0763687156141;0.0722222206079;0.0907407380227;2.542735
0.0764498495393;0.076369009774;0.0722222206079;0.0907407355391;2.449137
0.0764510221779;0.0763688646257;0.0722222206079;0.0907407402302;2.464737
0.0764522177892;0.0763681601319;0.0722222216427;0.0907407394024;2.511536
0.07645288503;0.076368889323;0.0722222216427;0.0907407354012;2.371139
0.0764538167665;0.0763696988148;0.0722222206079;0.0907407370568;2.449137
0.0764552141643;0.0763679995305;0.0722222216427;0.0907407365739;2.573934
0.0764556051128;0.0763724822965;0.0749999965645;0.0888888866951;2.449137
0.0764366421435;0.0763718996335;0.0749999986341;0.0851851814875;2.433538
0.0762698621386;0.0763372166289;0.0819444421989;0.0879629606174;2.558335
0.0751186358846;0.0760309469921;0.165277774653;0.115740735153;2.371139
0.0700625441968;0.0738579905419;0.23055554885;0.171296292847;2.464737
0.067848128784;0.0717101875279;0.370833323234;0.215740735332;2.480336
0.0583078312791;0.0673697321779;0.399999987748;0.299999994536;2.495936
0.0590503325479;0.0654173091882;0.46944442557;0.331481473796;2.464737
0.0515581691224;0.059394410018;0.468055539661;0.402777768672;2.542735
0.0544113343995;0.057418929275;0.461111089422;0.437962944309;2.542734
0.0421908578525;0.0552090399519;0.606944403715;0.463888871449;2.511536
0.0423540618892;0.0502058555269;0.547222184638;0.537962956009;2.464737
0.0353432551233;0.0466419784697;0.729166628586;0.553703684498;2.511535
0.031534019185;0.0445078306452;0.734722187122;0.588888874208;2.464737
0.0321688599781;0.0447379725261;0.776388848821;0.603703669928;2.417938
0.0254201196238;0.0379715944054;0.827777748307;0.662037006131;2.417938
0.024867255965;0.0381173963003;0.799999960595;0.649999976158;2.433506
0.0196263635945;0.0335704272406;0.884722221229;0.706481466691;2.527054
0.0191275179386;0.0314528628563;0.902777827448;0.734259245572;2.480257
0.0123191247953;0.0246580976786;0.927777835064;0.809259245793;2.511455
0.012245988137;0.0313787328562;0.922222278184;0.734259272063;2.527055
0.0104876501589;0.0242415337168;0.930555595292;0.79722223017;2.402261
0.00851725546333;0.0251653214089;0.9597222507;0.782407389747;2.542653
0.0161439032656;0.0187722592856;0.916666703092;0.850925935639;2.558253
0.0657033530167;0.0147218678698;0.533333297405;0.897222237455;2.480257
0.00300156109734;0.0175938270038;0.994444441464;0.867592609591;2.464657
0.00280799290502;0.0201112999564;0.997222216593;0.848148154992;2.417861
0.00263250435496;0.00839695243027;0.991666666336;0.948148182145;2.558252
0.00186664904403;0.0208051077228;0.995833337307;0.836111113981;2.386663
0.0010396252037;0.0066909831;0.997222224871;0.959259281556;2.355464
0.00140362536897;0.0182839904705;0.998611112436;0.853703711872;2.511455
0.00116357179326;0.00665902091984;0.994444449743;0.954629657445;2.558252
0.0216724719697;0.011628702395;0.82916667064;0.904629662081;2.636248
0.000569558070209;0.00917933006443;0.997222224871;0.932407433236;2.417861
0.000586332982898;0.00533485839885;0.997222224871;0.963888923327;2.480257
0.000287414603008;0.0189086765448;0.998611112436;0.853703711872;2.41786
0.00037852717671;0.00497214853574;0.998611112436;0.968518543023;2.43346
0.0593174237551;0.00425816060872;0.533333311478;0.972222243194;2.542653
0.000273483960175;0.014657359898;0.998611112436;0.884259254844;2.558252
0.00022304544407;0.00284325913742;0.998611112436;0.981481493623;2.542654
0.000480753695026;0.00482437403493;0.998611112436;0.96296298835;2.402261
0.000259571582218;0.0158636748998;0.998611112436;0.869444458573;2.511455
0.000197656737227;0.00405900761554;0.998611112436;0.971296318151;2.495856
0.000338241776161;0.00305583318092;0.998611112436;0.979629639122;2.495856
0.0002613245848;0.0152597669814;0.998611112436;0.881481490753;2.402262
0.000250070210516;0.00332127107928;0.998611104157;0.977777789036;2.41786
0.00118241241469;0.00344961402179;0.99027778705;0.974074077827;2.480257
0.00024616731538;0.0123563335467;0.998611112436;0.904629649939;2.542653
0.000193895177442;0.00299242031933;0.998611112436;0.982407418666;2.542654
0.000178235275964;0.00210881683624;0.998611095879;0.987962968923;2.433459
0.000187472142828;0.00991748741621;0.998611112436;0.927777791465;2.464658
0.000217333927247;0.00228795888014;0.998611112436;0.98055556858;2.511455
0.000218302111061;0.00232024127035;0.998611112436;0.982407413147;2.464658
0.000206404547574;0.00895241995857;0.998611095879;0.928703716508;2.511455
0.000201061765179;0.00265296692184;0.998611112436;0.981481499142;2.527054
0.0176332752841;0.00344980112277;0.847222248713;0.972222234364;2.542654
0.000210690937371;0.00577036470727;0.998611104157;0.954629645303;2.449058
0.00284989985408;0.00262172390056;0.972222223878;0.978703714079;2.449058
0.000229621251249;0.00900498726211;0.998611095879;0.927777803606;2.495856
0.000198423157207;0.0021526795398;0.998611104157;0.982407408732;2.449059
0.000226754317579;0.00229205541028;0.998611104157;0.981481499142;2.495856
0.000119359432441;0.00832083030104;0.998611112436;0.937037037479;2.558252
0.000180967599189;0.00188725418842;0.998611112436;0.987962974442;2.542654
0.000395993523651;0.0021591112756;0.998611112436;0.981481489208;2.464657
0.000209969878591;0.00793337266077;0.998611104157;0.941666667108;2.449059
0.000205464290751;0.0017439862821;0.998611112436;0.987037043881;2.511455
0.000184304441704;0.00182311251356;0.998611112436;0.983333339294;2.527055
0.000229420651455;0.00125794335165;0.9986110876;0.994444439809;2.605049
0.000174883260352;0.00729235904011;0.998611112436;0.947222239441;2.511455
0.000233322675431;0.0018423338231;0.998611112436;0.986111113319;2.43346
