val_acc;acc;time;val_loss;loss
0.0930555507334;0.0768518482369;2.59;0.151157406055;0.153858024213
0.0930555507334;0.0768518488233;2.64;0.151157403986;0.153858026973
0.0833333309533;0.0842592561686;2.574;0.152777783159;0.152607533943
0.0833333304359;0.0833333320571;2.582;0.152777783159;0.152777778606
0.0833333309533;0.0833333311258;2.672;0.152777783159;0.152777779709
0.0833333288837;0.0833333289872;2.527;0.15277777902;0.15277777833
0.0833333309533;0.0768518494097;2.594;0.152777783159;0.153496248855
0.0833333299185;0.0833333307118;2.559;0.15277777902;0.15275756932
0.0833333309533;0.0833333321606;2.619;0.152777783159;0.152777786608
0.0833333309533;0.0833333290561;2.506;0.152777781089;0.15277777833
0.0833333309533;0.0833333316776;2.611;0.152777783159;0.152777781089
0.0833333299185;0.0833333311258;2.628;0.15277777902;0.152777779709
0.0833333299185;0.0833333302289;2.584;0.152777781089;0.152777781089
0.0833333309533;0.0833333295391;2.552;0.152777783159;0.15277777833
0.0833333309533;0.0833333316087;2.553;0.15277777902;0.152777779709
0.0833333309533;0.0833333307118;2.697;0.15277777902;0.152777779709
0.0833333299185;0.0833333287112;2.62;0.152777781089;0.152777779709
0.0833333299185;0.083333329746;2.515;0.15277777902;0.152777781089
0.0833333309533;0.0833333314707;2.528;0.152777781089;0.15277777695
0.0833333299185;0.083333329953;2.56;0.152777781089;0.15277777833
0.0833333319881;0.083333329884;2.657;0.152777781089;0.152777779709
0.0833333299185;0.0833333325745;2.583;0.152777783159;0.152777781089
0.0833333319881;0.0833333318156;2.589;0.15277777902;0.15277777695
0.0833333299185;0.083333329746;2.594;0.15277777902;0.152777779709
0.0833333319881;0.0833333307118;2.594;0.152777781089;0.15277777833
0.0833333309533;0.0833333312637;2.633;0.15277777902;0.15277777833
0.0833333309533;0.0833333304359;2.599;0.152777783159;0.152777779709
0.0833333288837;0.0833333307118;2.527;0.152777783159;0.15277777833
0.0833333299185;0.0833333311258;2.609;0.15277777902;0.152777781089
0.0833333299185;0.0833333329194;2.632;0.152777781089;0.152777779709
0.0833333309533;0.0833333293321;2.539;0.152777781089;0.15277777557
0.0833333309533;0.0833333309188;2.593;0.152777781089;0.15277777557
0.0833333309533;0.0833333307808;2.562;0.15277777902;0.152777779709
0.0833333294011;0.083333329746;2.561;0.152777781089;0.15277777833
0.0833333309533;0.083333329953;2.582;0.152777781089;0.152777781089
0.0833333299185;0.0833333311258;2.626;0.15277777902;0.15277777695
0.0833333319881;0.0833333302979;2.409;0.15277777902;0.15277777833
0.0833333319881;0.0833333295391;2.535;0.152777781089;0.152777781089
0.0833333319881;0.0833333303669;2.634;0.152777781089;0.152777782469
0.0833333304359;0.0833333285043;2.527;0.15277777902;0.152777781089
0.0833333288837;0.0833333314707;2.522;0.152777781089;0.152777781089
0.0833333309533;0.0833333313672;2.495;0.152777783159;0.152777782469
0.0833333299185;0.083333330091;2.565;0.15277777902;0.152777782469
0.0833333288837;0.0833333310913;2.574;0.15277777902;0.152777783849
0.0833333319881;0.0833333312292;2.649;0.152777781089;0.152777782469
0.0833333309533;0.0833333309878;2.724;0.15277777902;0.152777782469
0.0833333309533;0.0833333290561;2.754;0.152777781089;0.152777779709
0.0833333299185;0.0833333305394;2.709;0.152777781089;0.152777779709
0.0833333288837;0.0833333290561;2.655;0.15277777902;0.152777779709
0.0833333309533;0.0833333290906;2.586;0.15277777902;0.15277777833
0.0833333299185;0.0833333290561;2.574;0.152777781089;0.15277777833
0.0833333309533;0.0833333312982;2.673;0.152777781089;0.15277777833
0.0833333309533;0.0833333286422;2.54;0.15277777902;0.152777779709
0.0833333309533;0.0833333311258;2.549;0.152777781089;0.152777779709
0.0833333319881;0.0833333305049;2.52;0.15277777902;0.152777783849
0.0833333309533;0.0833333314017;2.615;0.152777783159;0.152777781089
0.0833333288837;0.0833333320916;2.572;0.152777781089;0.152777781089
0.0833333299185;0.0833333308498;2.611;0.15277777902;0.15277777695
0.0833333309533;0.0833333315397;2.528;0.152777783159;0.152777783849
0.0833333309533;0.0833333312982;2.542;0.152777781089;0.152777781089
0.0833333299185;0.0833333313327;2.572;0.15277777902;0.15277777833
0.0833333299185;0.0833333294011;2.677;0.15277777902;0.152777781089
0.0833333299185;0.0833333287802;2.664;0.152777783159;0.15277777695
0.0833333319881;0.0833333309878;2.607;0.152777781089;0.152777779709
0.0833333309533;0.0833333293321;2.586;0.152777781089;0.15277777833
0.0833333299185;0.0833333310568;2.613;0.152777781089;0.152777781089
0.0833333299185;0.0833333305049;2.58;0.152777783159;0.152777782469
0.0833333319881;0.0833333314707;2.571;0.152777783159;0.152777779709
0.0833333299185;0.0833333289182;2.507;0.152777781089;0.152777782469
0.0833333319881;0.0833333314707;2.544;0.152777781089;0.15277777833
0.0833333319881;0.0833333317466;2.562;0.152777781089;0.152777779709
0.0833333309533;0.083333329677;2.415;0.15277777902;0.15277777833
0.0833333309533;0.0833333305394;2.395;0.152777783159;0.152777779709
0.0833333309533;0.083333329884;2.38;0.152777781089;0.15277777833
0.0833333299185;0.0833333322295;2.518;0.152777783159;0.152777781089
0.0833333309533;0.0833333305739;2.493;0.152777783159;0.15277777557
0.0833333309533;0.0833333309533;2.484;0.152777781089;0.152777781089
0.0833333309533;0.0833333302979;2.36;0.152777781089;0.152777783849
0.0833333309533;0.0833333284353;2.478;0.152777781089;0.15277777695
0.0833333299185;0.0833333316776;2.47;0.152777785228;0.152777781089
0.0833333309533;0.0833333310568;2.398;0.152777781089;0.15277777695
0.0833333299185;0.0833333295391;2.431;0.152777785228;0.152777779709
0.0833333299185;0.0833333312292;2.499;0.152777783159;0.152777781089
0.0833333309533;0.0833333291941;2.475;0.152777781089;0.152777779709
0.0833333309533;0.0833333305049;2.608;0.152777785228;0.15277777833
0.0833333288837;0.083333330091;2.459;0.152777781089;0.15277777833
0.0833333319881;0.0833333298495;2.538;0.152777781089;0.15277777695
0.0833333319881;0.0833333290217;2.36;0.152777781089;0.152777781089
0.0833333309533;0.0833333305739;2.541;0.152777781089;0.152777779709
0.0833333288837;0.0833333314017;2.434;0.15277777902;0.15277777833
0.0833333309533;0.0833333302289;2.399;0.152777783159;0.15277777833
0.0833333309533;0.0833333305394;2.525;0.152777781089;0.15277777833
0.0833333299185;0.0833333307118;2.508;0.152777783159;0.152777781089
0.0833333288837;0.0833333321606;2.492;0.152777781089;0.15277777557
0.0833333299185;0.0833333293321;2.297;0.15277777902;0.15277777557
0.0833333299185;0.083333330091;2.454;0.152777781089;0.152777779709
0.0833333309533;0.0833333304359;2.532;0.15277777902;0.152777781089
0.0833333309533;0.0851851831432;2.397;0.152777781089;0.151802653792
0.0833333297115;0.0824074049101;2.527;0.152777777364;0.152354758095
0.0833333297115;0.0824074044962;2.489;0.152777781503;0.152811909991
0.0930555507334;0.0879629597206;2.443;0.151157408125;0.150927893541
0.0722222206079;0.0777777739352;2.412;0.154629629933;0.153060934058
0.0722222216427;0.0888888849704;2.454;0.154629632003;0.15164765826
0.0722222216427;0.0879629595136;2.525;0.154629632003;0.151866360119
0.0722222195731;0.0907407368499;2.49;0.154629629933;0.151526421033
0.0722222216427;0.0907407394024;2.657;0.154629629933;0.151462878342
0.0722222195731;0.0907407377467;2.506;0.154629627864;0.151504756952
0.0722222216427;0.0907407369879;2.486;0.154629632003;0.151504681894
0.0722222195731;0.0907407387125;2.366;0.154629632003;0.151543211606
0.0722222216427;0.0907407369879;2.544;0.154629632003;0.151543212986
0.0722222206079;0.0907407365739;2.546;0.154629627864;0.151543208846
0.0722222195731;0.0907407370223;2.495;0.154629629933;0.151543203327
0.0722222216427;0.090740738885;2.462;0.154629634072;0.151543210226
0.0722222216427;0.0907407350562;2.519;0.154629632003;0.151543210226
0.0722222216427;0.0907407388505;2.525;0.154629632003;0.151528274571
0.0722222206079;0.0907407365394;2.475;0.154629632003;0.151543208846
0.0722222185383;0.0907407381951;2.511;0.154629627864;0.151543215745
0.0722222216427;0.0907407369189;2.492;0.154629634072;0.151543214365
0.0722222195731;0.0907407377467;2.478;0.154629632003;0.151543210226
0.0722222206079;0.0907407369189;2.446;0.154629632003;0.151543210226
0.0722222206079;0.0907407397473;2.505;0.154629629933;0.151543214365
0.0722222216427;0.0907407378157;2.499;0.154629627864;0.151543211606
0.0722222206079;0.0907407380227;2.523;0.154629634072;0.151543211606
0.0722222206079;0.0907407383676;2.559;0.154629629933;0.151543211606
0.0722222206079;0.0907407372983;2.439;0.154629632003;0.151543210226
0.0722222195731;0.0907407374708;2.524;0.154629632003;0.151543215745
0.0722222206079;0.0907407389195;2.6;0.154629629933;0.151543214365
0.0722222216427;0.0907407389885;2.574;0.154629632003;0.151543208846
0.0722222216427;0.0907407372638;2.494;0.154629632003;0.151543212986
0.0722222206079;0.0907407373328;2.471;0.154629629933;0.151543214365
0.0722222206079;0.090740738609;2.448;0.154629632003;0.151543210226
0.0722222206079;0.0907407383676;2.484;0.154629632003;0.151543210226
0.0722222175035;0.0907407351942;2.493;0.154629632003;0.151543211606
0.0722222206079;0.0907407375398;2.631;0.154629634072;0.151543211606
0.0722222206079;0.0907407380227;2.544;0.154629629933;0.151543215745
0.0722222216427;0.0907407400233;2.67;0.154629634072;0.151527911149
0.0722222206079;0.0907407390575;2.471;0.154629632003;0.151543212986
0.0722222175035;0.0907407372638;2.549;0.154629634072;0.151355568733
0.0722222206079;0.0907407374708;2.446;0.154629632003;0.151492880174
0.0722222195731;0.0907407382986;2.439;0.154629627864;0.151542989468
0.0722222185383;0.0907407379537;2.46;0.154629634072;0.151543210226
0.0722222216427;0.0907407376777;2.443;0.154629629933;0.151543210226
0.0722222216427;0.0907407367809;2.455;0.154629634072;0.151543210226
0.0722222216427;0.0907407373328;2.368;0.154629627864;0.151543209122
0.0722222216427;0.0907407392644;2.58;0.154629629933;0.151543210226
0.0722222195731;0.0907407372638;2.378;0.154629632003;0.151543208846
0.0722222195731;0.0907407382986;2.492;0.154629634072;0.151543210226
0.0722222185383;0.0907407378157;2.515;0.154629629933;0.151543212986
0.0722222206079;0.0907407369189;2.396;0.154629629933;0.151543212986
0.0722222195731;0.0907407387125;2.5;0.154629632003;0.151543211606
0.0722222206079;0.0907407372983;2.596;0.154629629933;0.151543212986
0.0722222216427;0.0907407385056;2.491;0.154629629933;0.151543208846
0.0722222185383;0.0907407382296;2.482;0.154629627864;0.151543211606
0.0722222216427;0.0907407384021;2.501;0.154629632003;0.151543211606
0.0722222206079;0.0907407390575;2.488;0.154629629933;0.151543210226
0.0722222216427;0.0907407376777;2.412;0.154629634072;0.151543210226
0.0722222206079;0.0907407385746;2.497;0.154629629933;0.151543211606
0.0722222185383;0.0907407382296;2.472;0.154629627864;0.151543201948
0.0722222206079;0.0870370326771;2.375;0.154629634072;0.151726989834
0.0722222216427;0.0916666613409;2.534;0.154629638212;0.150668281924
0.0930555507334;0.089814811531;2.509;0.151157406055;0.150303275497
0.0930555507334;0.0787037005303;2.587;0.151157410194;0.152144623851
0.0930555517682;0.0777777752115;2.506;0.144636945178;0.152214463938
0.0833333299185;0.0805555529961;2.518;0.152777781089;0.151137107224
0.0722222195731;0.0805555532376;2.491;0.154629629933;0.151225895517
0.0722222195731;0.0916666625826;2.335;0.154629327771;0.150681668134
0.0722222216427;0.0981481447816;2.486;0.154629629933;0.149371284302
0.0722222216427;0.0935185137722;2.472;0.154629632003;0.150442548096
0.0722222206079;0.0907407364705;2.474;0.154629629933;0.151372080048
0.0722222206079;0.0907407385401;2.485;0.154629629933;0.15145674817
0.0722222216427;0.0916666631345;2.345;0.154629636142;0.151237587686
0.0722222216427;0.0935185161178;2.433;0.154629634072;0.150956460171
0.0722222195731;0.0898148122209;2.413;0.154629627864;0.151429024284
0.0722222195731;0.090740736298;2.392;0.154629629933;0.151514228847
0.0722222206079;0.09074073616;2.533;0.154629629933;0.151521960894
0.0722222206079;0.0916666644453;2.374;0.154629627864;0.151346291381
0.0722222195731;0.0907407379537;2.416;0.154629634072;0.151541033001
0.0722222206079;0.0916666629966;2.404;0.154629627864;0.151123653959
0.0930555507334;0.0851851830742;2.344;0.151157410194;0.151975205651
0.0722222216427;0.0805555519268;2.436;0.154629629933;0.152271980489
0.0722222185383;0.0935185134273;2.513;0.154629629933;0.150843328072
0.0722222206079;0.0898148111861;2.548;0.154629629933;0.151457538207
0.0722222185383;0.0898148113241;2.555;0.154629638212;0.151674685379
0.0722222216427;0.0898148122209;2.541;0.154629627864;0.151606244621
0.0722222216427;0.0907407380227;2.436;0.154629627864;0.151407318259
0.0722222206079;0.0870370361954;2.449;0.154629634072;0.151718460575
0.0722222216427;0.0879629607554;2.479;0.154629636142;0.15177519923
0.0722222216427;0.0925925899711;2.534;0.154629634072;0.151175602719
0.0722222206079;0.0898148111171;2.432;0.154629627864;0.151631892831
0.0722222206079;0.0916666641348;2.421;0.154629634072;0.151265804138
0.0722222216427;0.0944444404018;2.404;0.154629542596;0.14951108534
0.0722222216427;0.0861111080826;2.457;0.154629608409;0.150840574117
0.0722222216427;0.0870370339878;2.408;0.154629629933;0.150998222331
0.0722222206079;0.0888888848325;2.479;0.154629634072;0.150529291619
0.0722222216427;0.0842592558237;2.415;0.154629629933;0.152259603695
0.0722222216427;0.0861111077721;2.352;0.154629627864;0.151400101957
0.0722222206079;0.0916666647902;2.339;0.154629632003;0.150775239423
0.0722222216427;0.0907407383676;2.435;0.154624212947;0.150913425618
0.0749999975993;0.0925925896951;2.379;0.154166669067;0.149990267224
0.0749999975993;0.089814811531;2.332;0.154166669067;0.151585877218
0.0749999975993;0.0888888851084;2.512;0.154166669067;0.151533518676
0.0749999965645;0.0907407384711;2.614;0.154166669067;0.151369882954
0.0749999975993;0.0870370343328;2.533;0.154166664928;0.15203707886
0.0749999975993;0.0907407378157;2.641;0.154166669067;0.151453318695
0.0749999986341;0.0888888861777;2.507;0.154166669067;0.151778659059
0.0749999965645;0.0888888864192;2.601;0.154166666998;0.151729240462
0.0749999975993;0.0870370339188;2.592;0.154166669067;0.152138467464
0.0749999986341;0.0861111079101;2.431;0.154166671137;0.151908966678
0.0749999996689;0.0861111094278;2.433;0.154166673207;0.151913740017
0.0749999986341;0.0944444415056;2.58;0.154166669067;0.150525315768
0.0749999975993;0.0851851824533;2.342;0.154166671137;0.151743446787
0.0749999975993;0.087037033091;2.432;0.154166666998;0.152041286782
0.0749999965645;0.0888888869021;2.558;0.154166669067;0.151743043628
0.0749999975993;0.0870370346777;2.436;0.154166669067;0.151823247196
0.0749999975993;0.0879629601345;2.314;0.154166666998;0.151849877503
0.0749999975993;0.0851851819014;2.395;0.154166669067;0.152256245138
0.0749999965645;0.0888888866606;2.428;0.154166669067;0.151803250942
0.0749999975993;0.0879629604794;2.487;0.154166669067;0.151950673097
0.0749999965645;0.0870370326081;2.408;0.154166666998;0.151934991832
0.0749999975993;0.0907407379537;2.325;0.154166673207;0.15051109123
0.0749999955297;0.0962962933161;2.396;0.154166509294;0.149564409973
0.0749999996689;0.0851851814875;2.457;0.154166666998;0.151898998629
0.0749999975993;0.0935185159108;2.523;0.154166666998;0.150126327243
0.0749999955297;0.0870370343328;2.392;0.154166669067;0.151438303016
0.0749999955297;0.0972222184969;2.376;0.154166669067;0.14998819817
0.0749999965645;0.0851851827293;2.396;0.154166669067;0.151820345333
0.0749999965645;0.0944444429543;2.418;0.154166475352;0.150037453682
0.0722222216427;0.0898148112551;2.354;0.154629634072;0.150396168232
0.0722222195731;0.0953703684111;2.406;0.154629629933;0.149899500388
0.0722222206079;0.0916666639624;2.359;0.154629627864;0.150802488404
0.0722222216427;0.0944444390911;2.432;0.154629632003;0.150155117666
0.0722222185383;0.0861111075652;2.501;0.154629629933;0.151771926494
0.0722222206079;0.0953703673074;2.436;0.154629627864;0.150463409722
0.0722222206079;0.0898148127728;2.484;0.154629627864;0.151566155255
0.0722222216427;0.0925925898331;2.449;0.154629632003;0.151106107566
0.0722222216427;0.0898148120139;2.387;0.154629632003;0.151645073736
0.0722222206079;0.0898148105652;2.437;0.154629629933;0.151688598648
0.0722222206079;0.0898148112551;2.481;0.154629634072;0.151615654981
0.0722222206079;0.0888888861432;2.481;0.154629627864;0.15149244059
0.0722222206079;0.0898148113586;2.432;0.154629632003;0.151481634765
0.0722222185383;0.0898148126348;2.418;0.154629632003;0.151687204838
0.0722222185383;0.0888888864881;2.353;0.154629627864;0.15181016039
0.0722222216427;0.0898148106342;2.398;0.154629629933;0.151449984698
0.0722222195731;0.0888888866951;2.438;0.154629634072;0.151622882044
0.0722222216427;0.0907407387125;2.345;0.154629629933;0.151277917127
0.0722222216427;0.0870370333669;2.387;0.154629632003;0.151728920639
0.0722222206079;0.0935185154279;2.446;0.154629627864;0.150649746535
0.0722222216427;0.0888888876954;2.407;0.154629629933;0.151333118203
0.0722222206079;0.094444439505;2.366;0.154629632003;0.150428418484
0.0722222206079;0.0898148107722;2.431;0.154629629933;0.151465602219
0.0722222206079;0.0907407379537;2.406;0.154629629933;0.151003218911
0.0722222216427;0.087037032953;2.423;0.154629629933;0.151707881855
0.0722222185383;0.0907407390575;2.395;0.154629629933;0.15088432089
0.0722222185383;0.0907407392644;2.42;0.154629634072;0.151021151907
0.0722222206079;0.0879629590997;2.472;0.154629632003;0.151442121852
0.0722222216427;0.0944444406088;2.401;0.154629629933;0.150187667873
0.0722222206079;0.0879629604104;2.392;0.154629629933;0.151692906188
0.0722222185383;0.0953703684111;2.465;0.154629634072;0.150467748443
0.0722222206079;0.0879629607554;2.39;0.154629634072;0.151599800145
0.0722222216427;0.090740736298;2.453;0.154629634072;0.151367865227
0.079166662931;0.0953703655827;2.42;0.146105256346;0.1503125385
0.0722222206079;0.0879629589617;2.48;0.154629629933;0.151109170583
0.0722222206079;0.0972222184279;2.492;0.154629634072;0.149956220554
0.0722222216427;0.0851851815565;2.535;0.154629632003;0.151981043871
0.0722222216427;0.0842592553408;2.529;0.154629629933;0.152183080161
0.0722222216427;0.0898148132557;2.551;0.154629629933;0.151420551318
